doi,2003-10,2003-11,2003-12,2004-1,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2004-10,2004-11,2004-12,2005-1,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2005-10,2005-11,2005-12,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,TOTAL
10.1371/journal.pone.0002467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,5,1,7,5,2,3,9,1,1,4,2,2,4,1,10,5,3,4,7,4,141
10.1371/journal.pone.0002468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,1,1,10,6,1,8,6,9,2,1,4,7,3,7,1,4,5,6,6,5,123
10.1371/journal.pone.0002469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,95,16,13,35,23,14,18,16,8,9,8,7,9,13,4,10,17,6,20,12,14,461
10.1371/journal.pone.0002470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,5,7,15,20,5,5,9,5,3,4,8,2,6,8,4,3,4,7,5,4,169
10.1371/journal.pone.0002471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,24,3,30,11,12,6,9,5,10,1,1,12,3,3,3,10,2,6,2,1,3,219
10.1371/journal.pone.0002472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,4,3,3,9,6,5,5,5,4,2,3,2,4,9,7,1,2,7,9,6,123
10.1371/journal.pone.0002473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,8,7,25,13,8,9,9,7,6,1,5,8,4,6,6,6,13,4,16,7,248
10.1371/journal.pone.0002474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,6,6,12,5,6,6,3,9,1,2,6,7,8,9,5,1,5,4,0,2,171
10.1371/journal.pone.0002475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,3,4,15,13,5,8,13,15,1,3,8,4,10,7,10,6,6,11,7,18,224
10.1371/journal.pone.0002476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,2,3,14,19,12,7,9,8,5,4,4,8,3,6,3,3,5,2,3,7,174
10.1371/journal.pone.0002477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,5,1,7,15,9,8,7,4,0,0,4,6,1,3,5,4,4,4,4,5,137
10.1371/journal.pone.0002478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,55,7,7,25,19,16,7,12,10,9,8,12,19,10,5,13,5,16,15,9,14,355
10.1371/journal.pone.0002479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,51,9,13,21,20,12,15,17,13,11,3,9,14,8,5,11,3,4,5,8,2,320
10.1371/journal.pone.0002480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,24,11,12,10,4,2,2,7,7,4,5,5,6,3,10,6,4,4,6,4,7,189
10.1371/journal.pone.0002481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,7,8,15,10,8,4,9,5,1,1,6,4,3,4,3,5,4,6,1,6,191
10.1371/journal.pone.0002482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,5,3,6,4,9,3,1,5,3,3,4,0,4,3,3,2,3,2,7,1,137
10.1371/journal.pone.0002483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,5,9,9,9,13,11,17,7,4,3,5,5,5,6,6,2,7,15,5,6,220
10.1371/journal.pone.0002484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,68,5,11,22,21,16,15,9,5,3,4,3,8,7,3,8,5,10,11,11,22,318
10.1371/journal.pone.0002485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,4,2,8,7,4,6,4,3,4,2,6,4,3,6,5,2,5,10,3,6,160
10.1371/journal.pone.0002486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,2,5,7,5,4,8,4,6,1,2,4,3,5,6,5,3,3,3,7,154
10.1371/journal.pone.0002487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,3,3,14,6,11,18,7,8,2,0,6,4,4,7,6,5,3,3,3,4,180
10.1371/journal.pone.0002488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,58,10,12,44,37,16,10,69,37,11,5,10,9,18,8,11,13,14,19,13,17,549
10.1371/journal.pone.0002489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,24,4,9,21,12,9,10,9,7,5,1,4,4,2,2,2,5,5,2,6,5,195
10.1371/journal.pone.0002490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,38,10,16,32,21,22,20,32,21,19,9,24,34,16,24,33,41,30,29,34,48,645
10.1371/journal.pone.0002491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,46,12,3,25,16,27,20,13,19,6,8,11,5,14,8,5,6,5,13,6,16,363
10.1371/journal.pone.0002492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,2,5,16,8,6,13,9,8,11,4,0,5,4,9,8,5,10,6,5,11,209
10.1371/journal.pone.0002493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,9,13,19,19,8,9,10,9,5,1,7,8,10,4,6,6,9,3,5,12,220
10.1371/journal.pone.0002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,59,19,9,14,64,9,5,5,9,2,3,4,4,2,4,6,6,6,4,5,4,308
10.1371/journal.pone.0002495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,43,7,4,9,15,9,15,11,8,4,3,11,6,4,6,8,0,6,6,8,7,244
10.1371/journal.pone.0002496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,2,3,9,5,2,4,4,5,5,3,6,0,2,4,4,2,5,3,4,5,129
10.1371/journal.pone.0002497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,21,3,5,13,12,5,7,4,7,3,1,4,4,3,7,2,1,1,5,2,9,163
10.1371/journal.pone.0002498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,10,14,28,31,17,12,14,17,6,11,11,11,13,13,8,11,10,7,10,14,337
10.1371/journal.pone.0002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,5,2,17,14,7,6,9,3,5,3,7,9,3,4,6,7,5,8,7,8,169
10.1371/journal.pone.0002500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,2,0,4,4,0,0,1,2,3,0,1,2,0,1,2,3,1,2,1,1,52
10.1371/journal.pone.0002501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,6,4,12,28,11,12,5,9,1,4,5,9,10,11,9,3,6,5,9,6,241
10.1371/journal.pone.0002502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,207,32,22,69,81,89,52,48,41,19,19,37,32,34,33,29,41,32,43,36,31,1485
10.1371/journal.pone.0002503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,7,1,19,14,8,5,9,6,1,2,1,4,7,0,6,7,8,4,4,5,186
10.1371/journal.pone.0002504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24,9,6,20,15,10,16,13,12,7,14,16,13,21,9,11,10,12,11,17,21,337
10.1371/journal.pone.0002505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,58,3,5,14,17,13,6,15,22,7,8,8,15,4,7,11,3,12,6,7,12,300
10.1371/journal.pone.0002506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36,2,3,5,7,3,7,6,8,1,1,3,3,3,4,1,3,4,2,6,2,153
10.1371/journal.pone.0002507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,10,18,16,21,7,19,6,15,8,9,6,12,6,5,6,5,8,11,3,8,291
10.1371/journal.pone.0002508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,2,6,2,4,1,2,3,5,3,3,1,0,1,1,3,1,2,1,1,1,63
10.1371/journal.pone.0002509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,2,3,6,5,3,4,2,2,1,0,3,0,3,1,5,1,9,0,1,4,70
10.1371/journal.pone.0002510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,7,5,5,7,3,1,5,2,0,0,1,1,3,0,1,1,2,1,3,0,71
10.1371/journal.pone.0002511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,62,6,7,33,18,12,13,18,14,9,5,11,3,6,9,9,9,7,13,10,11,342
10.1371/journal.pone.0002512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,8,9,12,10,8,54,10,4,5,3,4,3,3,1,3,6,1,3,10,4,264
10.1371/journal.pone.0002513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10,5,9,7,8,11,7,8,6,4,5,13,9,2,3,5,7,2,7,12,212
10.1371/journal.pone.0002514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,66,14,5,20,33,20,24,20,11,6,3,6,11,11,10,12,14,4,8,12,11,373
10.1371/journal.pone.0002515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,4,4,10,9,10,8,7,5,3,6,9,5,3,5,3,4,1,2,0,2,174
10.1371/journal.pone.0002516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,6,18,43,30,20,20,27,53,17,10,24,13,21,15,21,12,16,12,21,25,502
10.1371/journal.pone.0002517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,148,15,15,35,25,20,20,25,18,6,8,10,9,9,13,12,10,15,12,10,7,525
10.1371/journal.pone.0002518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,122,29,30,41,23,23,38,26,24,13,7,14,15,10,19,18,13,10,15,14,26,1061
10.1371/journal.pone.0002519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,3,4,10,8,8,8,5,4,1,3,5,4,2,6,9,0,9,9,8,6,145
10.1371/journal.pone.0002520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,4,4,9,8,7,6,8,7,5,0,7,5,4,2,6,2,4,3,2,8,167
10.1371/journal.pone.0002521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,40,5,6,22,15,6,7,12,9,4,1,7,6,8,5,6,4,5,9,3,4,253
10.1371/journal.pone.0002522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,84,5,10,20,26,15,16,15,17,8,7,15,11,14,7,13,7,12,13,6,7,380
10.1371/journal.pone.0002523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,71,9,12,29,22,10,9,11,13,8,4,7,2,9,5,13,4,6,20,12,11,336
10.1371/journal.pone.0002524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,6,10,12,21,9,13,12,12,6,8,3,16,16,6,16,8,13,9,10,14,344
10.1371/journal.pone.0002525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,3,8,26,10,8,15,10,7,12,9,13,20,7,7,18,15,19,11,12,5,348
10.1371/journal.pone.0002526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,6,8,11,9,14,5,7,5,2,1,5,4,10,4,2,3,3,2,4,6,160
10.1371/journal.pone.0002527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,98,25,40,78,62,50,54,85,65,26,27,56,49,53,46,51,38,56,64,45,80,1228
10.1371/journal.pone.0002528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,15,4,12,17,6,5,10,6,5,1,6,7,3,6,3,4,5,10,4,6,181
10.1371/journal.pone.0002529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,9,4,1,9,4,6,6,3,1,2,1,2,3,2,4,2,6,4,1,3,126
10.1371/journal.pone.0002530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,12,14,7,13,2,16,7,12,1,1,7,4,3,7,1,3,3,8,3,5,218
10.1371/journal.pone.0002531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,5,7,6,5,3,5,7,1,0,1,5,8,5,5,5,5,3,2,2,7,134
10.1371/journal.pone.0002532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,4,11,97,66,58,52,33,41,15,7,26,19,23,26,15,14,25,21,22,25,698
10.1371/journal.pone.0002533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,3,1,13,10,7,9,8,8,7,3,5,6,4,2,3,5,7,7,7,8,153
10.1371/journal.pone.0002534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7,7,4,2,6,5,6,0,0,1,2,2,0,1,2,2,5,4,3,1,115
10.1371/journal.pone.0002535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,10,14,40,54,23,35,24,46,16,15,31,42,27,25,20,25,36,24,21,33,673
10.1371/journal.pone.0002536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,3,11,11,9,2,7,10,6,2,9,6,8,3,4,7,5,6,3,5,155
10.1371/journal.pone.0002537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,5,15,6,4,11,8,6,2,1,4,2,4,5,5,7,7,5,2,3,169
10.1371/journal.pone.0002538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,5,7,3,9,5,5,5,2,11,1,1,5,3,3,7,2,0,2,102
10.1371/journal.pone.0002539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,7,15,13,8,4,5,6,1,2,4,2,5,4,6,3,6,4,3,6,156
10.1371/journal.pone.0002540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,8,8,10,7,15,7,11,0,1,4,1,2,2,3,5,4,5,3,2,141
10.1371/journal.pone.0002541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,23,7,8,10,10,5,7,5,2,4,5,4,3,0,3,3,5,6,5,3,227
10.1371/journal.pone.0002542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,35,5,41,30,22,14,12,18,7,3,13,11,8,8,2,2,16,13,8,17,441
10.1371/journal.pone.0002543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,11,17,20,3,10,13,9,2,5,5,9,7,7,6,7,7,5,6,7,225
10.1371/journal.pone.0002544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,17,10,20,15,16,20,13,24,4,2,6,5,6,4,19,13,2,14,18,10,360
